deal_type,obj_type,district,area_range,count,min_price_sqm,median_price_sqm,max_price_sqm,min_price,median_price,max_price
продажа,Коммерческий участок,null,42991-43000,1,2233,2233,2233,96000000,96000000,96000000
продажа,Коммерческий участок,Торгили п.,79991-80000,1,219,219,219,17500000,17500000,17500000
продажа,Коммерческий участок,Яровское с/о,6291-6300,1,5556,5556,5556,35000000,35000000,35000000
продажа,Коммерческий участок,Богандинский пгт,39101-39110,1,678,678,678,26533000,26533000,26533000
продажа,Коммерческий участок,Червишево с.,991-1000,1,1500,1500,1500,1500000,1500000,1500000
продажа,Свободного назначения,Весна с/о,91-100,1,190000,190000,190000,19000000,19000000,19000000
продажа,Коммерческий участок,Луговое с.,91-100,1,14900,14900,14900,1490000,1490000,1490000
продажа,Коммерческий участок,Борки с.,429961-429970,1,31,31,31,13500000,13500000,13500000
продажа,Коммерческий участок,null,421-430,1,23491,23491,23491,9900000,9900000,9900000
продажа,Свободного назначения,микрорайон Восточный,401-410,1,164337,164337,164337,67000000,67000000,67000000
продажа,Свободного назначения,Центр: Драмтеатр,41-50,1,117521,117521,117521,5500000,5500000,5500000
продажа,Торговое помещение,микрорайон ДОК,91-100,1,200614,200614,200614,19600000,19600000,19600000
продажа,Коммерческий участок,Велижаны с.,595781-595790,1,2,2,2,1100000,1100000,1100000
продажа,База/склад/производство,Дубровное с.,291-300,1,13400,13400,13400,4000000,4000000,4000000
продажа,Торговое помещение,2 мкр,221-230,1,94894,94894,94894,21000000,21000000,21000000
продажа,Свободного назначения,Салаирка с.,61-70,1,30243,30243,30243,1990000,1990000,1990000
продажа,Коммерческий участок,Ермолина д.,10001-10010,1,145,145,145,1450000,1450000,1450000
продажа,Коммерческий участок,Ленинский округ,10001-10010,1,940,940,940,9400000,9400000,9400000
продажа,Свободного назначения,Плеханово,281-290,1,241781,241781,241781,69899000,69899000,69899000
продажа,Свободного назначения,Молчанова д.,111-120,1,59397,59397,59397,6700000,6700000,6700000
продажа,Коммерческий участок,null,13821-13830,1,431,431,431,5950000,5950000,5950000
продажа,Коммерческий участок,null,13811-13820,1,431,431,431,5950000,5950000,5950000
продажа,Коммерческий участок,Мальцево с.,20991-21000,1,3334,3334,3334,70000000,70000000,70000000
продажа,Коммерческий участок,null,15451-15460,1,595,595,595,9200000,9200000,9200000
продажа,Свободного назначения,null,1691-1700,1,4494,4494,4494,7600000,7600000,7600000
продажа,Коммерческий участок,Борки с.,2391-2400,1,2292,2292,2292,5500000,5500000,5500000
продажа,Коммерческий участок,null,6161-6170,1,2059,2059,2059,12700000,12700000,12700000
продажа,Коммерческий участок,null,48531-48540,1,2225,2225,2225,108000000,108000000,108000000
продажа,Свободного назначения,Маяк мкр.,111-120,1,52585,52585,52585,5900000,5900000,5900000
продажа,Свободного назначения,микрорайон Рощино,91-100,1,147594,147594,147594,13800000,13800000,13800000
продажа,Коммерческий участок,Малые Велижаны,153051-153060,1,16,16,16,2400000,2400000,2400000
продажа,Коммерческий участок,Нижняя Тавда с.,60111-60120,1,20,20,20,1200000,1200000,1200000
продажа,Свободного назначения,6 мкр,221-230,1,99911,99911,99911,22500000,22500000,22500000
продажа,Свободного назначения,Червишевский тракт мкр.,11-20,1,206389,206389,206389,3715000,3715000,3715000
продажа,Свободного назначения,Дом Обороны,641-650,1,60465,60465,60465,39000000,39000000,39000000
продажа,Коммерческий участок,Зубарева д.,9991-10000,1,1400,1400,1400,14000000,14000000,14000000
продажа,Коммерческий участок,null,24601-24610,1,2275,2275,2275,55987000,55987000,55987000
продажа,Свободного назначения,Центр: Драмтеатр,331-340,1,56801,56801,56801,19000000,19000000,19000000
продажа,Свободного назначения,Центр: Драмтеатр,161-170,1,82111,82111,82111,14000000,14000000,14000000
продажа,Коммерческий участок,Есаулова д.,81201-81210,1,554,554,554,45000000,45000000,45000000
продажа,Коммерческий участок,Кунчур п.,476781-476790,1,30,30,30,14200000,14200000,14200000
продажа,Коммерческий участок,null,32401-32410,1,2272,2272,2272,73633000,73633000,73633000
продажа,База/склад/производство,Тугулым пос.,991-1000,1,7000,7000,7000,7000000,7000000,7000000
продажа,Офисное помещение,Дом Обороны,1001-1010,1,153344,153344,153344,155000000,155000000,155000000
продажа,Коммерческий участок,Головина,26001-26010,1,769,769,769,20000000,20000000,20000000
продажа,Торговое помещение,Центр: Драмтеатр,411-420,1,250241,250241,250241,104000000,104000000,104000000
продажа,Коммерческий участок,Большекрутинская д,98761-98770,1,1640,1640,1640,162000000,162000000,162000000
продажа,Коммерческий участок,null,15181-15190,1,2850,2850,2850,43280000,43280000,43280000
продажа,Коммерческий участок,район СТ Плодовое,2391-2400,1,2125,2125,2125,5100000,5100000,5100000
продажа,База/склад/производство,Богандинский пгт,111-120,1,40036,40036,40036,4500000,4500000,4500000
продажа,Торговое помещение,Центр: Дом печати,151-160,1,105566,105566,105566,16500000,16500000,16500000
продажа,Коммерческий участок,null,234931-234940,1,55,55,55,13000000,13000000,13000000
продажа,Коммерческий участок,null,921441-921450,1,33,33,33,30000000,30000000,30000000
продажа,Торговое помещение,Рафайлово,221-230,1,36957,36957,36957,8500000,8500000,8500000
продажа,Коммерческий участок,Мальцево с.,47121-47130,1,301,301,301,14200000,14200000,14200000
продажа,Свободного назначения,"микрорайон Лесобаза, жилой комплекс Кедровый Берег",61-70,1,191994,191994,191994,13190000,13190000,13190000
продажа,Свободного назначения,"микрорайон Лесобаза, жилой комплекс Кедровый Берег",111-120,1,190472,190472,190472,22990000,22990000,22990000
продажа,Свободного назначения,СМП,391-400,1,100000,100000,100000,40000000,40000000,40000000
продажа,Свободного назначения,СМП,121-130,1,125000,125000,125000,15875000,15875000,15875000
продажа,Готовый бизнес,МЖК,551-560,1,20536,20536,20536,11500000,11500000,11500000
продажа,Торговое помещение,null,41-50,1,114990,114990,114990,5600000,5600000,5600000
продажа,Торговое помещение,1-й Заречный мкр,631-640,1,157803,157803,157803,100000000,100000000,100000000
продажа,Коммерческий участок,Кулига с.,21111-21120,1,52,52,52,1099000,1099000,1099000
продажа,Коммерческий участок,Кулига с.,18711-18720,1,160,160,160,2999000,2999000,2999000
продажа,Готовый бизнес,Тугулым пгт,21-30,1,300000,300000,300000,7200000,7200000,7200000
продажа,Офисное помещение,микрорайон Тюменский-1,5411-5420,1,86844,86844,86844,470000000,470000000,470000000
продажа,Офисное помещение,Тюменский 3-й мкр.,81-90,1,118110,118110,118110,10500000,10500000,10500000
продажа,Коммерческий участок,Борки с.,92301-92310,1,97,97,97,9000000,9000000,9000000
продажа,Коммерческий участок,Каскара с.,50191-50200,1,3710,3710,3710,186200000,186200000,186200000
продажа,Готовый бизнес,МЖК,21-30,1,71429,71429,71429,2000000,2000000,2000000
продажа,Свободного назначения,микрорайон ДОК,171-180,1,162696,162696,162696,28000000,28000000,28000000
продажа,Свободного назначения,Тюменская слобода мкр.,101-110,1,239923,239923,239923,25000000,25000000,25000000
продажа,Свободного назначения,Тюменская слобода мкр.,161-170,1,233415,233415,233415,38000000,38000000,38000000
продажа,Коммерческий участок,Ленинский округ,4551-4560,1,5712,5712,5712,26000000,26000000,26000000
продажа,Коммерческий участок,Полиграфист с/о,3171-3180,1,3116,3116,3116,9900000,9900000,9900000
продажа,Коммерческий участок,Нерда с/о,1541-1550,1,2004,2004,2004,3100000,3100000,3100000
продажа,Готовый бизнес,Тюнево с.,1711-1720,1,3492,3492,3492,6000000,6000000,6000000
продажа,Свободного назначения,микрорайон Матмасы,181-190,1,34946,34946,34946,6500000,6500000,6500000
продажа,Коммерческий участок,Борки с.,8751-8760,1,1142,1142,1142,10000000,10000000,10000000
продажа,Свободного назначения,особая экономическая зона туристско-рекреационного типа Бирюзовая Катунь,2681-2690,1,122905,122905,122905,330000000,330000000,330000000
продажа,Коммерческий участок,Воровского,291-300,1,40000,40000,40000,12000000,12000000,12000000
продажа,Торговое помещение,Центр: КПД,61-70,1,130769,130769,130769,8500000,8500000,8500000
продажа,Торговое помещение,Дубровное с.,271-280,1,37184,37184,37184,10300000,10300000,10300000
продажа,Коммерческий участок,null,3483591-3483600,1,1,1,1,5000000,5000000,5000000
продажа,Коммерческий участок,Тангачи д.,38211-38220,1,99,99,99,3800000,3800000,3800000
продажа,Коммерческий участок,Тангачи д.,32091-32100,1,100,100,100,3200000,3200000,3200000
продажа,База/склад/производство,Лесобаза мкр.,1351-1360,1,132743,132743,132743,180000000,180000000,180000000
продажа,База/склад/производство,null,401-410,1,98765,98765,98765,40000000,40000000,40000000
продажа,Коммерческий участок,Геолог-2 с/о,391-400,1,8750,8750,8750,3500000,3500000,3500000
продажа,Свободного назначения,Войновка мкр.,181-190,1,20230,20230,20230,3700000,3700000,3700000
продажа,Коммерческий участок,Дом Обороны,2721-2730,1,21245,21245,21245,58000000,58000000,58000000
продажа,Коммерческий участок,null,95991-96000,1,166,166,166,15900000,15900000,15900000
продажа,Коммерческий участок,null,383991-384000,1,41,41,41,15900000,15900000,15900000
продажа,Свободного назначения,ЖК Символ,41-50,1,177406,177406,177406,8590000,8590000,8590000
продажа,Готовый бизнес,Липчинское с.,21-30,1,433333,433333,433333,13000000,13000000,13000000
продажа,База/склад/производство,Ембаево с.,491-500,1,94000,94000,94000,47000000,47000000,47000000
продажа,Торговое помещение,Тюменский 1-й мкр.,61-70,1,103175,103175,103175,6500000,6500000,6500000
продажа,Торговое помещение,Исетское,671-680,1,22328,22328,22328,15000000,15000000,15000000
продажа,Торговое помещение,Лесная поляна с/о (Салаирский тракт),51-60,1,82759,82759,82759,4800000,4800000,4800000
продажа,Коммерческий участок,Луговое с.,1651-1660,1,3623,3623,3623,6000000,6000000,6000000
продажа,Коммерческий участок,1-й Заречный мкр,471-480,1,7006,7006,7006,3300000,3300000,3300000
продажа,Коммерческий участок,Нерда с/о,3791-3800,1,1395,1395,1395,5300000,5300000,5300000
продажа,Свободного назначения,ЖК Символ,21-30,1,278115,278115,278115,7790000,7790000,7790000
продажа,Свободного назначения,ЖК Символ,171-180,1,176501,176501,176501,30390000,30390000,30390000
продажа,Свободного назначения,2-й Заречный мкр,81-90,1,82063,82063,82063,7000000,7000000,7000000
продажа,Коммерческий участок,Велижаны с.,31271-31280,1,58,58,58,1800000,1800000,1800000
продажа,Коммерческий участок,Верхнебешкиль,921-930,1,1720,1720,1720,1600000,1600000,1600000
продажа,Коммерческий участок,null,197991-198000,1,51,51,51,10000000,10000000,10000000
продажа,Коммерческий участок,Падерина д.,921-930,1,6828,6828,6828,6350000,6350000,6350000
продажа,Коммерческий участок,микрорайон Войновка,1491-1500,1,6000,6000,6000,9000000,9000000,9000000
продажа,Свободного назначения,2-й Заречный мкр,41-50,1,144135,144135,144135,7250000,7250000,7250000
продажа,Свободного назначения,МЖК,21-30,1,209746,209746,209746,4950000,4950000,4950000
продажа,Свободного назначения,МЖК,41-50,1,190000,190000,190000,9500000,9500000,9500000
продажа,Свободного назначения,Южный,461-470,1,31824,31824,31824,14900000,14900000,14900000
продажа,Торговое помещение,Насекина д.,101-110,1,58879,58879,58879,6300000,6300000,6300000
продажа,Коммерческий участок,р-н Яровское с/о,8321-8330,1,8046,8046,8046,67000000,67000000,67000000
продажа,Коммерческий участок,Борки с.,14051-14060,1,50,50,50,700000,700000,700000
продажа,База/склад/производство,Богандинский пгт,1891-1900,1,31579,31579,31579,60000000,60000000,60000000
продажа,Коммерческий участок,Горьковка с.,5461-5470,1,1317,1317,1317,7200000,7200000,7200000
продажа,Коммерческий участок,Горьковка с.,11511-11520,1,1358,1358,1358,15640000,15640000,15640000
продажа,Коммерческий участок,Горьковка с.,7991-8000,1,1343,1343,1343,10739000,10739000,10739000
продажа,Коммерческий участок,Горьковка с.,5141-5150,1,1322,1322,1322,6800000,6800000,6800000
продажа,Готовый бизнес,Центр: Студгородок,161-170,1,151515,151515,151515,25000000,25000000,25000000
продажа,Коммерческий участок,жилой комплекс Крылья,5281-5290,1,1590,1590,1590,8400000,8400000,8400000
продажа,Коммерческий участок,Борки с.,34991-35000,1,63,63,63,2200000,2200000,2200000
продажа,Коммерческий участок,Салаирка с.,951-960,1,996,996,996,950000,950000,950000
продажа,Коммерческий участок,Салаирка с.,941-950,1,1002,1002,1002,950000,950000,950000
продажа,Коммерческий участок,Черная Речка д.,9941-9950,1,453,453,453,4500000,4500000,4500000
продажа,Коммерческий участок,Московский тракт мкр.,8481-8490,1,20028,20028,20028,170000000,170000000,170000000
продажа,Торговое помещение,Стрела,41-50,1,144344,144344,144344,7044000,7044000,7044000
продажа,Коммерческий участок,Перевалово с.,1991-2000,1,9000,9000,9000,18000000,18000000,18000000
продажа,Коммерческий участок,null,7491-7500,1,1053,1053,1053,7900000,7900000,7900000
продажа,Свободного назначения,Червишевский тракт мкр.,201-210,1,187250,187250,187250,39416124,39416124,39416124
продажа,Свободного назначения,Червишевский тракт мкр.,151-160,1,192600,192600,192600,30103380,30103380,30103380
продажа,Коммерческий участок,Борки с.,66491-66500,1,24,24,24,1600000,1600000,1600000
продажа,Коммерческий участок,Борки с.,9774971-9774980,1,14,14,14,140000000,140000000,140000000
продажа,Свободного назначения,Мыс мкр.,101-110,1,146666,146666,146666,15693279,15693279,15693279
продажа,Свободного назначения,Тюменский 1-й мкр.,51-60,1,117949,117949,117949,6900000,6900000,6900000
продажа,Коммерческий участок,null,16031-16040,1,25,25,25,400000,400000,400000
продажа,Свободного назначения,5-й Заречный мкр,121-130,1,207913,207913,207913,26800000,26800000,26800000
продажа,Свободного назначения,5-й Заречный мкр,151-160,1,200065,200065,200065,30550000,30550000,30550000
продажа,Свободного назначения,жилой комплекс Айвазовский Сити,91-100,1,209798,209798,209798,19700000,19700000,19700000
продажа,Свободного назначения,Дударева д.,3021-3030,1,97287,97287,97287,294000000,294000000,294000000
продажа,Свободного назначения,Лесобаза мкр.,701-710,1,77915,77915,77915,55000000,55000000,55000000
продажа,Свободного назначения,жилой комплекс Айвазовский Сити,71-80,1,261628,261628,261628,20250000,20250000,20250000
продажа,Свободного назначения,Центр: Исторический,271-280,1,116562,116562,116562,31600000,31600000,31600000
продажа,Торговое помещение,Стрела,91-100,1,116397,116397,116397,11500000,11500000,11500000
продажа,Торговое помещение,Лесобаза: Тура мкр,41-50,1,165029,165029,165029,8400000,8400000,8400000
продажа,Торговое помещение,Лесобаза мкр.,61-70,1,157164,157164,157164,10750000,10750000,10750000
продажа,Коммерческий участок,null,60261-60270,1,299,299,299,18000000,18000000,18000000
продажа,Коммерческий участок,null,59991-60000,1,300,300,300,18000000,18000000,18000000
продажа,Коммерческий участок,Центр: Исторический,531-540,1,21495,21495,21495,11500000,11500000,11500000
продажа,Офисное помещение,Дом Обороны,41-50,1,145203,145203,145203,6084000,6084000,6084000
продажа,Коммерческий участок,null,79991-80000,1,100,100,100,8000000,8000000,8000000
продажа,Коммерческий участок,Пышминка д.,6811-6820,1,1159,1159,1159,7900000,7900000,7900000
продажа,Свободного назначения,Лесобаза мкр.,781-790,1,126582,126582,126582,100000000,100000000,100000000
продажа,Свободного назначения,Лесобаза мкр.,151-160,1,98757,98757,98757,15495000,15495000,15495000
продажа,Торговое помещение,Тугулым пгт,151-160,1,53411,53411,53411,8300000,8300000,8300000
продажа,Свободного назначения,Боровский рп.,41-50,1,93910,93910,93910,4451320,4451320,4451320
продажа,Свободного назначения,Фиалка с/о,141-150,1,195667,195667,195667,29350000,29350000,29350000
продажа,База/склад/производство,микрорайон Антипино,1-10,1,67105,67105,67105,255000,255000,255000
продажа,Готовый бизнес,3-й Заречный мкр,81-90,1,14286,14286,14286,1200000,1200000,1200000
продажа,Коммерческий участок,Восточный р-н,12191-12200,1,4427,4427,4427,54000000,54000000,54000000
продажа,Офисное помещение,Центр: Исторический,91-100,1,110660,110660,110660,10900000,10900000,10900000
продажа,Коммерческий участок,null,31991-32000,1,148,148,148,4750000,4750000,4750000
продажа,Свободного назначения,Центр: Дом печати,251-260,1,119969,119969,119969,31000000,31000000,31000000
продажа,Свободного назначения,Гилевская Роща,6491-6500,1,63338,63338,63338,411700000,411700000,411700000
продажа,Коммерческий участок,Калининский округ,4501-4510,1,13997,13997,13997,63000000,63000000,63000000
продажа,Коммерческий участок,Калининский округ,7101-7110,1,12815,12815,12815,91000000,91000000,91000000
продажа,Свободного назначения,Центр: Дом печати,7371-7380,1,94859,94859,94859,700000000,700000000,700000000
продажа,Коммерческий участок,Борки с.,135481-135490,1,85,85,85,11500000,11500000,11500000
продажа,Коммерческий участок,null,99991-100000,1,85,85,85,8500000,8500000,8500000
продажа,Свободного назначения,Рассвет с/о,111-120,1,45299,45299,45299,5300000,5300000,5300000
продажа,Готовый бизнес,Тюменский 1-й мкр.,31-40,1,252308,252308,252308,8200000,8200000,8200000
продажа,Коммерческий участок,null,14831-14840,1,249,249,249,3700000,3700000,3700000
продажа,Свободного назначения,Мыс мкр.,121-130,1,23938,23938,23938,3100000,3100000,3100000
продажа,Торговое помещение,Центр: КПД,121-130,1,166802,166802,166802,20500000,20500000,20500000
продажа,Свободного назначения,null,1001-1010,1,48611,48611,48611,49000000,49000000,49000000
продажа,Коммерческий участок,Борки с.,1211-1220,1,2475,2475,2475,3000000,3000000,3000000
продажа,Коммерческий участок,Головина,18991-19000,1,526,526,526,10000000,10000000,10000000
продажа,База/склад/производство,Сосёнка-81 с/о,991-1000,1,25000,25000,25000,25000000,25000000,25000000
продажа,Свободного назначения,У озера квартал,21-30,1,162534,162534,162534,3540000,3540000,3540000
продажа,Торговое помещение,Центр: Исторический,381-390,1,65257,65257,65257,25000000,25000000,25000000
продажа,Свободного назначения,микрорайон Войновка,13991-14000,1,14286,14286,14286,200000000,200000000,200000000
продажа,Коммерческий участок,Калининский округ,9991-10000,1,11700,11700,11700,117000000,117000000,117000000
продажа,Офисное помещение,3 мкр,11-20,1,147222,147222,147222,2650000,2650000,2650000
продажа,Коммерческий участок,null,10001-10010,1,182,182,182,1825000,1825000,1825000
продажа,Коммерческий участок,Новокаменский КП,3271-3280,1,2106,2106,2106,6900000,6900000,6900000
продажа,Свободного назначения,Электрон,211-220,1,146312,146312,146312,31896000,31896000,31896000
продажа,Торговое помещение,Кошуки,601-610,1,7388,7388,7388,4500000,4500000,4500000
продажа,Свободного назначения,Центр: Дом печати,1371-1380,1,111764,111764,111764,154000000,154000000,154000000
продажа,Коммерческий участок,Ленинский округ,5521-5530,1,8140,8140,8140,45000000,45000000,45000000
продажа,Коммерческий участок,Сундукуль СНТ,79241-79250,1,290,290,290,23000000,23000000,23000000
продажа,Коммерческий участок,Сундукуль СНТ,162921-162930,1,92,92,92,15000000,15000000,15000000
продажа,Свободного назначения,Якуши-2 КП,151-160,1,56250,56250,56250,9000000,9000000,9000000
продажа,Коммерческий участок,Успенка с.,59991-60000,1,104,104,104,6250000,6250000,6250000
продажа,Коммерческий участок,Паренкина д.,7991-8000,1,3125,3125,3125,25000000,25000000,25000000
продажа,База/склад/производство,микрорайон Антипино,991-1000,1,39000,39000,39000,39000000,39000000,39000000
продажа,Свободного назначения,Ватутина мкр.,41-50,1,130000,130000,130000,6500000,6500000,6500000
продажа,Готовый бизнес,1 мкр,81-90,1,86982,86982,86982,7550000,7550000,7550000
продажа,Коммерческий участок,Калининский округ,8991-9000,1,12333,12333,12333,111000000,111000000,111000000
продажа,Свободного назначения,6-й микрорайон,2051-2060,1,99515,99515,99515,205000000,205000000,205000000
продажа,Торговое помещение,микрорайон ДОК,71-80,1,167310,167310,167310,13000000,13000000,13000000
продажа,Коммерческий участок,Московский тракт мкр.,731-740,1,14325,14325,14325,10500000,10500000,10500000
продажа,Коммерческий участок,Зубарево Hills КП,871-880,1,8542,8542,8542,7500000,7500000,7500000
продажа,Офисное помещение,Центр: Драмтеатр,301-310,1,213535,213535,213535,65000000,65000000,65000000
продажа,Торговое помещение,Центр: Исторический,171-180,1,73864,73864,73864,13000000,13000000,13000000
продажа,Коммерческий участок,Ембаево с.,16881-16890,1,1895,1895,1895,32000000,32000000,32000000
продажа,Коммерческий участок,Ленинский округ,4151-4160,1,3197,3197,3197,13300000,13300000,13300000
продажа,Коммерческий участок,Ленинский округ,2991-3000,1,3767,3767,3767,11300000,11300000,11300000
продажа,Коммерческий участок,Горьковка с.,4681-4690,1,6402,6402,6402,30000000,30000000,30000000
продажа,Торговое помещение,Центр: Дом печати,51-60,1,250000,250000,250000,13500000,13500000,13500000
продажа,Готовый бизнес,Восточный р-н,51-60,1,12069,12069,12069,700000,700000,700000
продажа,Коммерческий участок,Калининский округ,5991-6000,1,13000,13000,13000,78000000,78000000,78000000
продажа,Коммерческий участок,Ленинский округ,25621-25630,1,17564,17564,17564,450000000,450000000,450000000
продажа,Свободного назначения,Югра мкр.,41-50,1,144222,144222,144222,6490000,6490000,6490000
продажа,Коммерческий участок,null,1399991-1400000,1,21,21,21,30000000,30000000,30000000
продажа,Офисное помещение,Центр: Дом печати,61-70,1,250000,250000,250000,15400000,15400000,15400000
продажа,Свободного назначения,Плеханово,1071-1080,1,122677,122677,122677,132000000,132000000,132000000
продажа,Свободного назначения,микрорайон ДОК,491-500,1,202290,202290,202290,100000000,100000000,100000000
продажа,База/склад/производство,null,1541-1550,1,29720,29720,29720,46000000,46000000,46000000
продажа,Торговое помещение,Стрела,1481-1490,1,64059,64059,64059,95000000,95000000,95000000
продажа,Свободного назначения,"Ленинский округ, жилой комплекс Спутник-2",101-110,1,180666,180666,180666,19100000,19100000,19100000
продажа,Свободного назначения,"Ленинский округ, жилой комплекс Спутник-2",491-500,1,163434,163434,163434,80900000,80900000,80900000
продажа,Коммерческий участок,Есаулова д.,20231-20240,1,311,311,311,6300000,6300000,6300000
продажа,Коммерческий участок,Калинка с/о (Тобольский тракт),20301-20310,1,310,310,310,6300000,6300000,6300000
продажа,Коммерческий участок,микрорайон Антипино,5301-5310,1,5655,5655,5655,30000000,30000000,30000000
продажа,Коммерческий участок,Салаирка с.,10041-10050,1,249,249,249,2500000,2500000,2500000
продажа,Коммерческий участок,Салаирка с.,10061-10070,1,248,248,248,2500000,2500000,2500000
продажа,База/склад/производство,null,1571-1580,1,56962,56962,56962,90000000,90000000,90000000
продажа,Свободного назначения,Боровский рп.,11-20,1,151042,151042,151042,2144800,2144800,2144800
продажа,База/склад/производство,Новотуринский,11231-11240,1,11566,11566,11566,130000000,130000000,130000000
продажа,Офисное помещение,Боровский рп.,41-50,1,88588,88588,88588,4048480,4048480,4048480
продажа,Коммерческий участок,Ленинский округ,6511-6520,1,1705,1705,1705,11100000,11100000,11100000
продажа,Коммерческий участок,null,7831-7840,1,117,117,117,920000,920000,920000
продажа,Торговое помещение,Московский тракт мкр.,91-100,1,103520,103520,103520,10000000,10000000,10000000
продажа,Коммерческий участок,null,20231-20240,1,109,109,109,2200000,2200000,2200000
продажа,Коммерческий участок,Чикча с.,13991-14000,1,186,186,186,2600000,2600000,2600000
продажа,Торговое помещение,2 мкр,231-240,1,120638,120638,120638,28000000,28000000,28000000
продажа,Торговое помещение,2 мкр,331-340,1,120181,120181,120181,39900000,39900000,39900000
продажа,Коммерческий участок,Городище,672001-672010,1,3,3,3,2000000,2000000,2000000
продажа,Коммерческий участок,микрорайон Копытово,2011-2020,1,3579,3579,3579,7200000,7200000,7200000
продажа,Коммерческий участок,Борки с.,1529991-1530000,1,15,15,15,23000000,23000000,23000000
продажа,Коммерческий участок,Горьковское МО,6051-6060,1,2403,2403,2403,14550000,14550000,14550000
продажа,Коммерческий участок,Горьковка с.,6071-6080,1,2396,2396,2396,14550000,14550000,14550000
продажа,Коммерческий участок,Горьковка с.,14761-14770,1,1404,1404,1404,20740000,20740000,20740000
продажа,Коммерческий участок,Горьковка с.,6671-6680,1,1385,1385,1385,9250000,9250000,9250000
продажа,Коммерческий участок,Горьковка с.,5881-5890,1,2412,2412,2412,14200000,14200000,14200000
продажа,Коммерческий участок,Горьковское МО,9991-10000,1,1370,1370,1370,13700000,13700000,13700000
продажа,Коммерческий участок,Горьковское МО,7961-7970,1,1364,1364,1364,10870000,10870000,10870000
продажа,База/склад/производство,Гилевская Роща,191-200,1,125000,125000,125000,25000000,25000000,25000000
продажа,Свободного назначения,2 мкр,91-100,1,85277,85277,85277,7999000,7999000,7999000
продажа,Коммерческий участок,Антипино мкр.,2281-2290,1,7381,7381,7381,16850000,16850000,16850000
продажа,Коммерческий участок,Мальковское МО,32291-32300,1,279,279,279,9000000,9000000,9000000
продажа,Коммерческий участок,Успенка с.,9991-10000,1,160,160,160,1595000,1595000,1595000
продажа,Готовый бизнес,Тюменский 3-й мкр.,121-130,1,23200,23200,23200,2900000,2900000,2900000
продажа,Коммерческий участок,null,14791-14800,1,149,149,149,2200000,2200000,2200000
продажа,Готовый бизнес,Центр: Драмтеатр,101-110,1,11574,11574,11574,1250000,1250000,1250000
продажа,Торговое помещение,Московский п.,221-230,1,66372,66372,66372,15000000,15000000,15000000
продажа,Коммерческий участок,Липовый остров с/о,431-440,1,8924,8924,8924,3900000,3900000,3900000
продажа,Коммерческий участок,Успенка с.,1991-2000,1,1000,1000,1000,2000000,2000000,2000000
продажа,Торговое помещение,Ярково с.,261-270,1,93798,93798,93798,24500000,24500000,24500000
продажа,Коммерческий участок,null,3691-3700,1,2859,2859,2859,10580000,10580000,10580000
продажа,Торговое помещение,Лесозаводский,41-50,1,60215,60215,60215,2800000,2800000,2800000
продажа,Свободного назначения,Черепаново с.,101-110,1,6985,6985,6985,760000,760000,760000
продажа,Коммерческий участок,Караульнояр,63621-63630,1,18,18,18,1150000,1150000,1150000
продажа,Свободного назначения,2-й Заречный мкр,91-100,1,104523,104523,104523,10400000,10400000,10400000
продажа,Торговое помещение,Падерина д.,591-600,1,165000,165000,165000,99000000,99000000,99000000
продажа,Коммерческий участок,Калининский округ,7491-7500,1,12933,12933,12933,97000000,97000000,97000000
продажа,Торговое помещение,Серебряный бор с/о,151-160,1,53358,53358,53358,8500000,8500000,8500000
продажа,Свободного назначения,Центр: КПД,191-200,1,107400,107400,107400,20900000,20900000,20900000
продажа,Свободного назначения,Центр: КПД,31-40,1,115000,115000,115000,3795000,3795000,3795000
продажа,Коммерческий участок,null,21531-21540,1,28,28,28,600000,600000,600000
продажа,Готовый бизнес,Лесобаза мкр.,61-70,1,36154,36154,36154,2350000,2350000,2350000
продажа,Коммерческий участок,Кыштырла д.,11991-12000,1,96,96,96,1150000,1150000,1150000
продажа,Коммерческий участок,Кыштырла д.,511-520,1,5385,5385,5385,2800000,2800000,2800000
продажа,Коммерческий участок,Кыштырла д.,691-700,1,5499,5499,5499,3800000,3800000,3800000
продажа,Коммерческий участок,Кыштырла д.,631-640,1,5781,5781,5781,3700000,3700000,3700000
продажа,Коммерческий участок,Мальковское МО,16151-16160,1,340,340,340,5500000,5500000,5500000
продажа,Коммерческий участок,Велижаны с.,260271-260280,1,6,6,6,1500000,1500000,1500000
продажа,Коммерческий участок,null,10591-10600,1,198,198,198,2100000,2100000,2100000
продажа,Коммерческий участок,Горьковское МО,191-200,1,55000,55000,55000,11000000,11000000,11000000
продажа,Свободного назначения,Туринская слобода с.,461-470,1,11291,11291,11291,5300000,5300000,5300000
продажа,Коммерческий участок,"Коттеджный поселок ""Новая Казанка""",10191-10200,1,32,32,32,330000,330000,330000
продажа,Коммерческий участок,Горьковка с.,191-200,1,25000,25000,25000,5000000,5000000,5000000
продажа,Коммерческий участок,Мальково с.,291-300,1,20000,20000,20000,6000000,6000000,6000000
продажа,Свободного назначения,Южный,71-80,1,148148,148148,148148,10800000,10800000,10800000
продажа,Коммерческий участок,null,66991-67000,1,60,60,60,4000000,4000000,4000000
продажа,Коммерческий участок,Горьковское МО,85991-86000,1,300,300,300,25800000,25800000,25800000
продажа,Свободного назначения,Мальково с.,1751-1760,1,14213,14213,14213,25000000,25000000,25000000
